-0.62,0.688
-0.618,0.696
-0.616,0.696
-0.614,0.696
-0.612,0.704
-0.61,0.704
-0.608,0.704
-0.606,0.704
-0.604,0.696
-0.602,0.704
-0.6,0.704
-0.598,0.704
-0.596,0.704
-0.594,0.704
-0.592,0.696
-0.59,0.696
-0.588,0.704
-0.586,0.696
-0.584,0.704
-0.582,0.704
-0.58,0.712
-0.578,0.712
-0.576,0.72
-0.574,0.72
-0.572,0.72
-0.57,0.72
-0.568,0.728
-0.566,0.72
-0.564,0.72
-0.562,0.72
-0.56,0.72
-0.558,0.72
-0.556,0.72
-0.554,0.72
-0.552,0.72
-0.55,0.72
-0.548,0.72
-0.546,0.72
-0.544,0.728
-0.542,0.728
-0.54,0.736
-0.538,0.736
-0.536,0.736
-0.534,0.736
-0.532,0.744
-0.53,0.736
-0.528,0.736
-0.526,0.728
-0.524,0.736
-0.522,0.728
-0.52,0.728
-0.518,0.736
-0.516,0.736
-0.514,0.744
-0.512,0.752
-0.51,0.744
-0.508,0.752
-0.506,0.752
-0.504,0.752
-0.502,0.752
-0.5,0.752
-0.498,0.744
-0.496,0.744
-0.494,0.744
-0.492,0.744
-0.49,0.752
-0.488,0.752
-0.486,0.76
-0.484,0.76
-0.482,0.768
-0.48,0.76
-0.478,0.752
-0.476,0.76
-0.474,0.76
-0.472,0.76
-0.47,0.752
-0.468,0.752
-0.466,0.76
-0.464,0.76
-0.462,0.768
-0.46,0.768
-0.458,0.776
-0.456,0.768
-0.454,0.768
-0.452,0.768
-0.45,0.768
-0.448,0.76
-0.446,0.768
-0.444,0.768
-0.442,0.776
-0.44,0.776
-0.438,0.784
-0.436,0.776
-0.434,0.776
-0.432,0.776
-0.43,0.776
-0.428,0.776
-0.426,0.776
-0.424,0.784
-0.422,0.784
-0.42,0.784
-0.418,0.792
-0.416,0.784
-0.414,0.784
-0.412,0.784
-0.41,0.784
-0.408,0.784
-0.406,0.792
-0.404,0.8
-0.402,0.792
-0.4,0.8
-0.398,0.792
-0.396,0.784
-0.394,0.792
-0.392,0.792
-0.39,0.8
-0.388,0.8
-0.386,0.808
-0.384,0.8
-0.382,0.8
-0.38,0.8
-0.378,0.808
-0.376,0.808
-0.374,0.816
-0.372,0.808
-0.37,0.8
-0.368,0.8
-0.366,0.8
-0.364,0.808
-0.362,0.816
-0.36,0.816
-0.358,0.816
-0.356,0.816
-0.354,0.808
-0.352,0.808
-0.35,0.816
-0.348,0.824
-0.346,0.824
-0.344,0.824
-0.342,0.816
-0.34,0.816
-0.338,0.816
-0.336,0.824
-0.334,0.824
-0.332,0.832
-0.33,0.824
-0.328,0.816
-0.326,0.816
-0.324,0.824
-0.322,0.84
-0.32,0.832
-0.318,0.832
-0.316,0.824
-0.314,0.832
-0.312,0.832
-0.31,0.84
-0.308,0.84
-0.306,0.832
-0.304,0.832
-0.302,0.832
-0.3,0.848
-0.298,0.848
-0.296,0.84
