0.572,0.96
0.5724,0.96
0.5728,0.96
0.5732,0.96
0.5736,0.96
0.574,0.96
0.5744,0.96
0.5748,0.96
0.5752,0.96
0.5756,0.96
0.576,0.96
0.5764,1
0.5768,0.96
0.5772,0.96
0.5776,0.96
0.578,0.96
0.5784,0.96
0.5788,0.96
0.5792,0.96
0.5796,0.96
0.58,0.96
0.5804,0.96
0.5808,0.96
0.5812,0.96
0.5816,0.96
0.582,0.96
0.5824,0.96
0.5828,0.96
0.5832,0.96
0.5836,0.96
0.584,0.96
0.5844,0.96
0.5848,0.96
0.5852,0.96
0.5856,0.96
0.586,0.96
0.5864,1
0.5868,0.96
0.5872,0.96
0.5876,0.96
0.588,1
0.5884,0.96
0.5888,0.96
0.5892,0.96
0.5896,0.96
0.59,0.96
0.5904,0.96
0.5908,0.96
0.5912,0.96
0.5916,0.96
0.592,0.96
0.5924,0.96
0.5928,0.96
0.5932,0.96
0.5936,0.92
0.594,0.96
0.5944,0.96
0.5948,0.96
0.5952,0.96
0.5956,0.96
0.596,0.96
0.5964,0.96
0.5968,0.96
0.5972,0.96
0.5976,0.96
0.598,0.96
0.5984,0.96
0.5988,0.96
0.5992,0.96
0.5996,0.96
0.6,0.96
0.6004,0.96
0.6008,0.96
0.6012,0.96
0.6016,0.96
0.602,0.96
0.6024,0.96
0.6028,0.96
0.6032,0.96
0.6036,0.96
0.604,0.96
0.6044,0.96
0.6048,0.96
0.6052,0.96
0.6056,0.96
0.606,0.96
0.6064,0.96
0.6068,0.96
0.6072,0.96
0.6076,0.96
0.608,0.96
0.6084,0.96
0.6088,0.96
0.6092,0.96
0.6096,0.92
0.61,0.96
0.6104,0.96
0.6108,0.96
0.6112,0.96
0.6116,0.96
0.612,0.96
0.6124,0.96
0.6128,0.96
0.6132,0.96
0.6136,0.96
0.614,0.96
0.6144,0.96
0.6148,0.96
0.6152,0.96
0.6156,0.96
0.616,0.96
0.6164,0.96
0.6168,0.96
0.6172,0.96
0.6176,0.96
0.618,0.96
0.6184,1
0.6188,0.96
0.6192,0.96
0.6196,0.96
0.62,0.96
0.6204,0.96
0.6208,0.96
0.6212,0.92
0.6216,0.96
0.622,0.96
0.6224,0.96
0.6228,0.96
0.6232,0.96
0.6236,0.96
0.624,0.96
0.6244,0.96
0.6248,0.96
0.6252,0.96
0.6256,0.96
0.626,0.96
0.6264,0.96
0.6268,0.96
0.6272,0.96
0.6276,0.96
0.628,0.96
0.6284,0.96
0.6288,0.96
0.6292,0.96
0.6296,0.96
0.63,0.92
0.6304,0.96
0.6308,0.92
0.6312,0.96
0.6316,0.96
0.632,0.96
0.6324,0.96
0.6328,0.96
0.6332,0.96
0.6336,0.96
0.634,0.92
0.6344,0.96
0.6348,0.96
0.6352,0.96
0.6356,0.96
0.636,0.96
0.6364,0.96
0.6368,0.96
0.6372,0.96
0.6376,0.96
0.638,0.96
0.6384,0.96
0.6388,0.96
0.6392,1
0.6396,0.96
0.64,1
0.6404,0.96
0.6408,0.96
0.6412,0.96
0.6416,0.96
0.642,0.96
0.6424,0.96
0.6428,0.96
0.6432,0.92
0.6436,0.96
0.644,0.96
0.6444,0.96
0.6448,0.96
0.6452,0.96
0.6456,0.96
0.646,0.96
0.6464,0.96
0.6468,0.96
0.6472,0.96
0.6476,0.96
0.648,0.96
0.6484,0.96
0.6488,0.96
0.6492,0.96
0.6496,0.96
0.65,0.96
0.6504,0.96
0.6508,0.96
0.6512,0.96
0.6516,0.96
0.652,0.96
0.6524,0.96
0.6528,0.96
0.6532,0.96
0.6536,0.96
0.654,0.96
0.6544,0.96
0.6548,0.96
0.6552,0.96
0.6556,0.96
0.656,0.96
0.6564,0.96
0.6568,0.96
0.6572,0.96
0.6576,0.96
0.658,0.96
0.6584,0.96
0.6588,0.92
0.6592,0.96
0.6596,0.96
0.66,0.96
0.6604,0.96
0.6608,0.96
0.6612,0.96
0.6616,0.96
0.662,0.96
0.6624,0.96
0.6628,0.96
0.6632,0.96
0.6636,0.96
0.664,0.96
0.6644,0.96
0.6648,0.96
0.6652,0.96
0.6656,0.96
0.666,0.96
0.6664,0.96
0.6668,0.96
0.6672,0.96
0.6676,0.96
0.668,0.96
0.6684,0.96
0.6688,0.96
0.6692,0.96
0.6696,0.96
0.67,0.96
0.6704,0.96
0.6708,0.96
0.6712,0.96
0.6716,0.96
0.672,0.96
0.6724,0.96
0.6728,0.96
0.6732,0.92
0.6736,0.96
0.674,0.96
0.6744,0.96
0.6748,0.92
0.6752,0.96
0.6756,0.96
0.676,0.96
0.6764,0.96
0.6768,0.96
0.6772,0.96
0.6776,0.96
0.678,0.96
0.6784,0.96
0.6788,0.96
0.6792,0.92
0.6796,0.96
0.68,0.96
0.6804,0.96
0.6808,0.96
0.6812,0.96
0.6816,0.96
0.682,0.96
0.6824,0.96
0.6828,0.96
0.6832,1
0.6836,0.96
0.684,0.96
0.6844,0.96
0.6848,0.96
0.6852,0.96
0.6856,0.96
0.686,0.96
0.6864,0.96
0.6868,0.96
0.6872,0.96
0.6876,0.96
0.688,0.96
0.6884,0.96
0.6888,0.96
0.6892,0.96
0.6896,0.96
0.69,0.96
0.6904,0.96
0.6908,0.96
0.6912,0.96
0.6916,0.96
0.692,0.96
0.6924,0.96
0.6928,0.96
0.6932,0.96
0.6936,0.96
0.694,0.96
0.6944,0.92
0.6948,0.96
0.6952,0.96
0.6956,0.96
0.696,0.96
0.6964,0.96
0.6968,0.96
0.6972,0.96
0.6976,0.96
0.698,0.96
0.6984,0.96
0.6988,0.96
0.6992,0.96
0.6996,0.96
0.7,0.96
0.7004,0.96
0.7008,0.96
0.7012,0.96
0.7016,0.96
0.702,0.96
0.7024,0.96
0.7028,0.96
0.7032,0.96
0.7036,0.92
0.704,0.96
0.7044,0.96
0.7048,0.96
0.7052,0.96
0.7056,0.96
0.706,0.96
0.7064,0.96
0.7068,0.96
0.7072,0.92
0.7076,0.96
0.708,0.96
0.7084,0.96
0.7088,0.96
0.7092,0.96
0.7096,0.96
0.71,0.96
0.7104,0.96
0.7108,0.96
0.7112,0.92
0.7116,0.96
0.712,0.96
0.7124,0.96
0.7128,0.96
0.7132,0.96
0.7136,0.96
0.714,0.96
0.7144,0.96
0.7148,0.96
0.7152,0.96
0.7156,0.96
0.716,0.92
0.7164,0.96
0.7168,0.96
0.7172,0.96
0.7176,0.96
0.718,0.96
0.7184,0.96
0.7188,0.96
0.7192,0.96
0.7196,0.96
0.72,0.96
0.7204,0.96
0.7208,0.96
0.7212,0.96
0.7216,0.96
0.722,0.96
0.7224,0.96
0.7228,0.96
0.7232,0.96
0.7236,0.96
0.724,0.96
0.7244,0.96
0.7248,0.96
0.7252,0.96
0.7256,0.96
0.726,0.92
0.7264,0.96
0.7268,0.96
0.7272,0.96
0.7276,0.96
0.728,0.92
0.7284,0.96
0.7288,0.96
0.7292,0.96
0.7296,0.96
0.73,0.96
0.7304,0.96
0.7308,0.96
0.7312,1
0.7316,0.96
0.732,0.96
0.7324,0.96
0.7328,0.96
0.7332,0.96
0.7336,0.96
0.734,0.92
0.7344,0.96
0.7348,0.96
0.7352,0.96
0.7356,0.96
0.736,0.92
0.7364,0.96
0.7368,0.96
0.7372,0.96
0.7376,0.92
0.738,0.96
0.7384,0.92
0.7388,0.92
0.7392,0.88
0.7396,0.84
0.74,0.8
0.7404,0.68
0.7408,0.56
0.7412,0.44
0.7416,0.36
0.742,0.24
0.7424,0.16
0.7428,0.12
0.7432,0.12
0.7436,0.12
0.744,0.12
0.7444,0.12
0.7448,0.16
0.7452,0.2
0.7456,0.2
0.746,0.24
0.7464,0.28
0.7468,0.32
0.7472,0.32
0.7476,0.36
0.748,0.36
0.7484,0.4
0.7488,0.44
0.7492,0.44
0.7496,0.48
0.75,0.48
0.7504,0.52
0.7508,0.52
0.7512,0.52
0.7516,0.56
0.752,0.56
0.7524,0.6
0.7528,0.6
0.7532,0.6
0.7536,0.6
0.754,0.64
0.7544,0.64
0.7548,0.68
0.7552,0.68
0.7556,0.68
0.756,0.68
0.7564,0.72
0.7568,0.72
0.7572,0.76
